text
В Госдуме раскритиковали местные власти после пожара в приюте в Кемерово
Городские службы Москвы готовятся к сильной гололедице
Одна из электростанций на Украине прекратила выработку энергии
Власти Кузбасса попросили проверить данные о секте в приюте год назад
На экопремию правительства Москвы поступило рекордное число проектов
"Путин поздравил организацию ""Боевое братство"" с 25-летием "
В Киеве объявили воздушную тревогу
В нескольких регионах Украины объявили воздушную тревогу
В Чечне анонсировали прямую линию Кадырова
В США Зеленского сравнили с царем Иродом из-за поездки к Байдену
Лукашенко поехал с рабочим визитом в Россию
"Организатору приюта в Кемерово, где произошел пожар, предъявили обвинения "
Выбор РИА Новости: главные разводы и расставания 2022 года
Украинские войска выпустили десять ракет по Донецку
Украинские войска обстреляли Макеевку натовскими снарядами
Власти назвали предварительную причину пожара в приюте в Кемерово
Началась реконструкция Лианозовских прудов на северо-востоке Москвы
Премьер Молдавии призвала жителей страны продолжать экономить энергоресурсы
"Турчак исполнил желания троих детей на акции ""Елка желаний"" "
Названа стоимость празднования Нового года в центре Москвы
"В МИД России не прокомментировали, как решить статус Карабаха в договоре "
Украинские войска выпустили пять натовских снарядов по Донецку
Москвичей предупредили о мокром снеге и гололедице
В Донецке детский сад поврежден при обстреле со стороны ВСУ
"В МИД сравнили взаимодействие Молдавии с Западом с ""освоением территории"" "
"США не устраивают выводы ВОЗ о причинах пандемии, заявили в Минобороны "
"В Минобороны объяснили, почему США блокируют КБТО "
Названы новые участники военно-биологических проектов США на Украине
Минобороны узнало исполнителей военно-биологических программ США на Украине
"Источник: в ЛНР задержали бывшего боевика ""Азова""*, готовившего теракты "
Илья Муромец против Бэтмена: чем похожи наши и американские супергерои
Идеальный отдых на Мальдивах: из хмурой зимы в теплое лето
Украинские войска обстреляли Половинкино в ЛНР
Россияне назвали свои самые опрометчивые поступки в 2022 году
Украинские военные нанесли удар по Донецку
В Москве открывается выставка к 150-летию со дня рождения Скрябина
"Татьяна Навка представит новое ледовое шоу ""История любви Шахерезады"" "
Биография Елены Шаниной
"Россия сохранит объем прокачки нефти через Украину, заявили в МИД "
В подконтрольной Киеву части Запорожской области звучит воздушная тревога
"Опыт киберспорта может быть использован в ВС России, заявил депутат "
"Диетолог рассказала, кому опасно есть мандарины "
"В АТОР заявили, что отдых в Таиланде может подешеветь "
"Названы пять мифов о кредитах, в которые нужно перестать верить "
"В Кузбассе после пожара проверят все дома престарелых, сообщил губернатор "
Минпромторг предложил адаптировать правила маркировки в новых регионах
Число погибших в приюте в Кемерово выросло до 13 человек
Пожар в приюте в Кемерово ликвидирован
"Киев активизировал работу ДРГ на Лисичанском направлении, заявили в ЛНР "
"В Египте водителя обвинили в изнасиловании дипломата миссии ЕС, пишут СМИ "
Детей-сирот из ДНР эвакуируют из-за обстрелов
СМИ: открывший стрельбу в Париже  объяснил свои действия расизмом
На западе Москвы ликвидировали открытое горение на складе
Площадь возгорания склада на западе Москвы составляет около 400 квадратов
Макрон призвал Алиева обеспечить передвижение по Лачинскому коридору
На западе Москвы загорелся склад
Волонтеры ОНФ привезли бойцам из Иркутской области подарки к Новому году
"Кадыров напомнил россиянам, что сила в единстве "
"Путин получает достоверную информацию о ходе спецоперации, заявил Песков "
"Минюст включил в реестр иноагентов журналиста Пьяных* и ""Роскомсвободу""**  "
Центр Донецка остался без электричества
ВСУ обстреляли Киевский район Донецка
В Нижнем Тагиле задержали лжеминера
"Цены на газ в Европе в пятницу составили 933,2 доллара за тысячу кубов "
Том Круз назвал самый опасный трюк в карьере
Украинские войска обстреляли Донецк и Ясиноватую
Макрон назвал стрельбу в Париже гнусной атакой на курдов
В СТР Молдавии отметили стремительное сокращение телеканалов и радиостанций
"Мужчина, стрелявший в больнице на Ставрополье, получил четыре года колонии "
Правительство Ярославской области подвело итоги года
Украинского агента в Ростове завербовали через компьютерную игру
"США извлекают выгоду из украинского кризиса, заявил посол Китая в ЕС "
В Париже усилились стычки курдов с правоохранителями
Голикова поручила проработать запрет продажи энергетиков несовершеннолетним
"Кириенко: сейчас время вызовов, убеждения нужно подтверждать поступками "
Путин обратил внимание на важность эффективности обмена информацией
Путин заслушает доклады руководителей предприятий ОПК
"У украинского экс-депутата Хомутынника провели обыски, сообщили СМИ "
Стыдно и больно. В Германии разгорелся скандал вокруг поставок БМП Киеву
Майданов ответил украинским властям на приговор к 15 годам тюрьмы
Туристы не отказываются от путевок в горы Сочи из-за теплой погоды
"Путин ознакомился с работой завода ""Щегловский вал"" "
При стрельбе в Париже погибли трое курдов
МАГАТЭ хочет разместить постоянные группы экспертов на украинских АЭС
"ЛНР надеется, что ООН отразит информацию о пытках ВСУ бойцов республики "
МАГАТЭ продолжит консультации с Москвой и Киевом о защитной зоне на ЗАЭС
Зеленский сообщил о создании на Украине агентства международной помощи
МИД выразил обеспокоенность запретом талибов на обучение девушек в вузах
Военная академия ВКО имени Маршала Жукова в Твери отметила 65-летие
В Турции предрекли мощнейший ответ России на передачу Украине ЗРК Patriot
В Калужской области частично запретили летать над регионом
Дефицит электроэнергии в Киевской области составляет около 50 процентов
Украинские войска обстреляли из РСЗО Петровский район Донецка
Путин наградил посла в Белграде орденом Александра Невского
"Официальный курс доллара на выходные и понедельник упал до 68,68 рубля "
Авиакомпания iFly отменила рейсы из России в Египет и обратно по 26 декабря
Украина вышла из соглашения о воздушном сообщении с Белоруссией
Российские военные уничтожили в ЛНР две группы украинских диверсантов
Российские войска нанесли удар по опорным пунктам ВСУ в районе Артемовска
Выходка Зеленского в США рассмешила американскую журналистку
В еще одной области Украины объявили воздушную тревогу
В Польше назвали срок запуска предоставленных Германией ЗРК Patriot
В российских вузах появится курс по основам военной подготовки
Офицер разведки США восхитился тактикой Путина по Украине
В украинских Черновцах демонтировали последний памятник Пушкину
В Петербурге появился памятник туристам
Украинские войска обстреляли два района Донецка
"Атаман казачьего войска навестил отряд ""Кубань"" в ДНР "
Максимум за минимум: как выбрать смартфон в пределах 15 тысяч рублей?
Лавров ответил на упреки в адрес российских миротворцев в Карабахе
В Кремле подтвердили проведение саммита СНГ в Петербурге 26-27 декабря
Новикомбанк рассказал о финансовой поддержке рязанских предприятий
"Итоги года для российской IT-отрасли: обмани, но останься "
"Космонавт рассказал, как экипаж МКС будет работать в новогодние праздники "
Лавров: Россия не снимает вопрос встречи глав МИД Армении и Азербайджана
Правительство подготовило проект об упрощении порядка выплат Героям России
Украинские войска обстреляли Кировский район Донецка из РСЗО
Глава Евросовета заявил о необходимости сохранения контактов с Путиным
На развитие Арктики и ДФО направят 30 миллиардов рублей
Муфтий Москвы попросил мэрию выделить землю для мусульманских кладбищ
В Петрозаводске школьники досрочно уйдут на каникулы из-за гриппа и ОРВИ
Патриарх Кирилл попросил духовенство деликатно высказываться про УПЦ
Совфед ввел квоту на обучение в вузах героям спецоперации
"Правительство направит почти 1,5 триллиона рублей Пенсионному фонду "
"Правительство выделит ""Кругу добра"" грант почти на 70 миллиардов рублей "
Три человека погибли при стрельбе в Париже
Социальный фонд России получил логотип
Китай планирует смягчить карантинные требования для туристов
"При разработке внешней политики России учитывают стратегию НАТО, заявил МИД "
СФ одобрил закон о блокировке счетов причастных к финансированию диверсий
Сотрудники антикоррупционного бюро Украины допрашивают мэра Одессы
Число погибших в ДТП под Тверью увеличилось до двух
Мост на улице Ботевградской открыли после капремонта в Саранске
Россияне назвали любимые новогодние блюда
Матвиенко призвала бизнес приобретать отечественные машины
Силовики начали проверку после отставки главы района Белгородской области
Ситимобил подтвердил утечку паспортных данных водителей
Климов призвал сузить возможности IT-гигантов манипулировать мнением людей
Власти в Мелитополе назвали взрыв автомобиля терактом
"В OMV изучают ситуацию с ограничениями для ""Газпрома"" на покупку газа у СП "
В Кремле рассказали о единственном способе завершить спецоперацию
"Украинские войска обстреляли Майорск, Макеевку и Ясиноватую в ДНР "
Парламент Татарстана принял закон о переименовании должности главы региона
В Кремле ответили на вопрос о достижении цели по демилитаризации Украины
В Кремле рассказали о возможной встрече Путина и Байдена
Бедрос Киркоров выступил на концерте в честь дня рождения Сталина
Совфед одобрил снижение платежей по микрозаймам
Мусоросортировочный комплекс в Мордовии начнут строить в 2023 году
Совфед одобрил закон о праве сбивать беспилотники
"Дисконт на нефть Urals снизится, уверен Новак "
Цены на газ в Европе снизились до 935 долларов за тысячу кубов
"В Карелии умер ребенок, которого два года назад жестоко избил отец "
"Калужский губернатор заявил, что молодежи должно быть комфортно в регионе "
СФ разрешил лицам с двойным гражданством работать в госорганах до 2024 года
Евраев принял участие в заседании Госсовета по молодежной политике
"Решение по газовому хабу в Турции могут принять в 2023 году, заявил Новак "
Пресс-конференция о преследовании церковнослужителей на Украине
Таджикистан разработает концепцию национальной обороны
Премьер попросила итальянцев на час в день становиться украинцами
В парламент Татарстана внесли проект о переименовании должности президента
"МИД КНР заявил, что ситуация с СOVID-19 в стране находится под контролем "
В России за сутки госпитализировали 1192 заболевших COVID-19
"Новак рассказал, когда ожидать взлета цен на нефтепродукты в Европе "
"От лимита цен на газ пострадают европейские поставщики, заявил Новак "
В России по итогам 2022 года вырастет выработка и потребление электричества
"Путину доверяют более 78 процентов россиян, показал опрос ВЦИОМ "
Бочкарев: более 85 тысяч москвичей переехали в дома по программе реновации
"Владелец TikTok признал, что данные пользователей были получены незаконно "
Мурашко призвал усилить работу системы здравоохранения в каникулы
"Губернатор Приамурья исполнит два желания детей на ""Елке желаний"" в Москве "
"Российские энергоресурсы будут востребованы в мире, заявил Новак "
Жители новых регионов с 1 января смогут получить услуги по подбору работы
Украинские войска обстреляли Донецк пятью снарядами натовского калибра
В Марокко потушили пожар на газовом хранилище
В столице Пакистана прогремел взрыв
Украинские войска за сутки 64 раза обстреляли территорию ДНР
Более 300 жилых домов в ДНР и ЛНР восстановили московские коммунальщики
"Заммэра Ефимов: городской оператор реорганизует бывшую промзону ""Свиблово"" "
Посол Кении прокомментировал присоединение Африканского союза к G20
"Два пассажира, пострадавшие в ДТП в Хабаровском крае, попали в реанимацию "
Украинские войска обстреляли Донецк снарядами натовского калибра
В ДНР три мирных жителя погибли при обстрелах ВСУ за сутки
Запад в растерянности. Хаос выходит из-под контроля
Пельш о новом фильме: русский авангард сейчас очень востребован на Западе
"Заманить калачом, сбитнем и заедками: как активно отдохнуть в Коломне "
Самосвал въехал в автобус в Хабаровском крае
"Встреча Моди и Путина планируется в следующем году, заявил посол Индии "
Добыча газа в России упадет на 18-20 процентов по итогам 2022 года
"КНДР вновь обвинила США в нарушении ее суверенных прав, пишут СМИ "
Новак назвал ответные меры России на введение потолка цен на нефть
Вклад в медицину будущего. О перспективах российского биобанкинга
Блинкен обсудил спецоперацию России на Украине с главой МИД КНР
"В ""Тинькофф"" рассказали о новом платежном стикере "
В конгрессе США призвали возбудить четыре уголовных дела на Трампа
"Спецслужбы обнаружили в ЛНР схроны для диверсантов, сообщил источник "
Ты приведешь нас к войне: в Сети осудили Дуду за слова о Зеленском
"Опрос показал, как россияне намерены распорядиться новогодней премией "
Эксперты выявили 175 вредоносных пакетов в хранилище открытого ПО на Python
Морскую переправу между Сахалином и материком закроют на три дня
В Польше рассказали об утрате военного потенциала из-за поддержки Украины
"Эксперты рассказали, что делать пассажирам при внезапной отмене рейса "
"Три льва пытались сбежать с базы ополченцев в Судане, пишут СМИ "
"Коронавирус стал управляемым, заявила Ракова "
Ветеран ВС США резко высказался о визите Зеленского в Вашингтон
Приморца будут судить за контрабанду леса в КНР на 636 миллионов рублей
Украинские боевики нанесли удар по Макеевке
МВД назвало сумму ущерба от преступлений в России за 11 месяцев
"Украинских военных могут обучать обращаться с ПВО Patriot в США, пишут СМИ "
"Инвестстратег рассказал, когда прекратится падение рубля "
В восточных регионах Украины звучит воздушная тревога
Оппозиция Венесуэлы проголосовала против временного правительства Гуаидо
СК в Саратове проверит инфраструктуру участков для многодетных
Додон: Молдавия должна выстраивать стратегические отношения с Россией
"Очередная партия ЗРК ""Тор-М2К"" прибыла в Белоруссию "
Экс-президент Молдавии Додон допустил создание новой партии
Украинские войска выпустили семь натовских снарядов по Донецку
Сенат США утвердил проект федерального бюджета на 2023 год
"Немецкие ""Зеленые"" требуют у Шольца танков для Украины "
СК проверит власти Саратовской области после жалобы местной жительницы
Это не благотворительная акция. В США поразились наглости Зеленского
В Молдавии анонсировали поправки в УК за подстрекательство к сепаратизму
Украинские боевики обстреляли Донецк
Сенат США разрешил передачу активов российских бизнесменов в пользу Украины
Подозреваемая в коррупции экс-замглавы Европарламента останется под стражей
Немецкий политик оскорбил украинских беженцев и устроил скандал
"США поднимут в СБ ООН вопрос о ""нарушениях резолюций"" Россией и КНДР "
Татарстан признан лидером по цифровой трансформации в России
В Днепропетровской области Украины объявили воздушную тревогу
В США усомнились в честности Украины
Песков не стал раскрывать содержание новогоднего поздравления Путина
Путин: проявляющих героизм в ходе СВО будут ставить в пример всему обществу
"Минниханов в Москве снял с ""Елки желаний"" открытки троих детей "
В Саратове школьников отправят на досрочные каникулы из-за ОРВИ
Путин потребовал повышать уровень реальной заработной платы россиян
"Под Саратовом автомобиль сбил двух пешеходов на зебре, один из них погиб "
"В МО расширили список льготников, претендующих на бесплатную газификацию "
"В Москве прошло открытие выставки ""РОССИЯ. ГОРИЗОНТЫ"" "
"Путин заявил, что народы России и Украины удалось разобщить "
Путин планирует встретить Новый год в кругу близких
"Путин заявил, что Запад привык воровать и грабить другие страны "
Путин отметил надежную работу российских банков
"Европа продолжает брать деньги за транзит российского газа, заявил Путин "
"Путин сообщил, что каждый день встречается с военными "
"Сальников и Пелевин вышли в финал премии для фантастов ""Новые горизонты"" "
"Все вооруженные конфликты завершаются переговорами, подчеркнул Путин "
"Путин заявил, что Россия выбила много советской техники на Украине "
Путин назвал устойчивый финансовый рынок результатом работы правительства
"Россия стремится завершить украинский конфликт, заявил Путин "
"Текущая ситуация не помешает реализации планов на будущее, заявил Путин "
Путин назвал целью России защиту людей на Украине
"Путин заявил, что идея украинского сепаратизма родилась давно "
Путин выразил надежду на реализацию предложений по итогам Госсовета
Путин уверен в достижении всех целей России
Путин об итогах года: Россия прошла 2022 год уверенно
"Тверской губернатор принял участие в акции ""Елка желаний"" "
В Будапеште рождественский трамвай украсили энергосберегающей иллюминацией
Shell приостановила производство СПГ на заводе в Австралии из-за пожара
В G7 намерены активизировать усилия по выделению Украине военной помощи
Переговоры Лаврова и Байрамова пройдут 23 декабря
Петербургские врачи вернули слух трехлетней девочке из Мариуполя
В аэропортах Индии возобновили выборочное тестирование на COVID-19
Глава поселка Любимовка в Херсонской области погиб при подрыве автомобиля
ВСУ обстреляли Горловку и Макеевку
В четырех областях Украины объявили воздушную тревогу
В Чувашии двое молодых людей до смерти избили знакомого
Ингосстрах проанализировал обращения застрахованных туристов в 2022 году
"На Украине будут судить священника, называвшего события в Буче постановкой "
"РКН назвал фейковые темы, используемые украинской пропагандой "
В G7 собрали 32 миллиарда долларов на бюджетную помощь Украине в 2023 году
Прокуратура в Иркутске проведет проверку после прорыва теплосети
"В G7 заявили, что будут поддерживать Киев так долго, как это потребуется "
В Москве женщина и два ребенка  пострадали при аварии с автобусом
В Германии назвали объем бюджетной помощи G7 Украине в 2022 году
В Сети высмеяли заторможенного Байдена на встрече с Зеленским
Кадыров опубликовал фото с Путиным после награждения орденом
"Путин выразил надежду, что работа по молодежному треку охватит все регионы "
Победа на условиях России: зарубежные СМИ разглядели намек в речи Путина
Агутин опроверг слухи о расставании с Варум
"Путин отметил работу волонтеров, помогающих семьям участников спецоперации "
При пожаре в Свердловской области погибли бабушка и двое детей
Украинские войска обстреляли Макеевку и Горловку
Путин назвал профессию психотерапевта востребованной
Орбан предложил распустить Европарламент
Путин потребовал выстроить систему поддержки молодежи по всей стране
